,CDS Code,County,District Name,Locale Classifications,District Type,2023-24 Student Enrollment,2023-24 % Unduplicated,BP: 3511.1 Integrated Waste Management,BP 3511.1 Year Adopted,BP 3511.1 Year of Policy Update if applicable,BP 3511.1 Link to Policy,AR: 3511.1 Integrated Waste Management Regulation,AR 3511.1 Year Adopted,AR 3511.1 Year of Policy Update if applicable,AR 3511.1 Link to Policy,School Board Policy Commitments Score (out of 3),Building Electrification,Energy Efficiency,On-Site Renewables,HVAC: AC,Indoor Air Quality,Energy Resilience,Fleet Electrification,EV Chargers for Parking,Water Conservation,Zero Waste Initiative,Schoolyard Forest,School Gardens,District-Wide Curriculum Environmental or Climate Literacy Indicators (up to 3),Overall District Action and Literacy Initiative Indicators (up to 10),Staff Capacity Indicators (up to 4),W/O Policy Environmental and Climate Action Score (17 points),"Plans, Communication, and Awards Indicators (up to 3)",District-Wide Campus Sustainability Indicators (up to 3),District-Wide Environmental Community and Culture Indicators (up to 3),Environmental and Climate Action Score (20 points),BP3511.1: Path to PDF,BP3511.1: PDF Text,AR3511.1: Path to PDF,AR3511.1: PDF Text
10,1750930000000,Alameda,Dublin Unified,Suburban,Unified School District,12827,13,1,2008,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030635&revid=du2z7qFrEoi4dnDTy2jysA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2008,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030635&revid=KQZyyxcEf42EEpF6XCEaZQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,0,1,2.0,6.5,0,7.5,1.0,3.0,1.0,11.0,Dublin_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 06242008 last revised date 03082022 last reviewed date 03082022 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste program shall include specific strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreducing incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual dublin unified school district,,
11,1751190000000,Alameda,Sunol Glen Unified,Rural,Unified School District,268,15,1,2017,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030465&revid=kJomplusOSh9PsUqoGT7wwsfw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,0.0,,,,3.0,0,0,0,1.0,1.0,0,0.0,0.0,1,1,0,1,2.0,6.0,0,6.0,0.0,2.5,1.5,9.0,Sunol_Glen_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 01102017 last revised date 10122021 last reviewed date 10122021 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual sunol glen unified school district,,
12,2613330000000,Alpine,Alpine County Unified,Rural,Unified School District,65,63,1,2012,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030509&revid=gdwfOKN6OgrkrhfaMkyf0A==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2012,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030509&revid=LtdsTDR9xQE9h1CazTKtMA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,1,0,0.0,0.0,1,0.0,0.0,0,0,0,1,0.5,4.0,0,4.0,0.0,2.0,1.0,7.5,Alpine_County_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 10092012 last revised date 02102022 last reviewed date 02102022 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual alpine county office education alpine county unified school district,,
13,3739810000000,Amador,Amador County Unified,Town,Unified School District,4067,43,1,2018,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030687&revid=WwO3gslshBslshBeX7BiOplusGTHkplusQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2004,2018,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030687&revid=ihjO1QqqQhXRuURYXKMPAQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,0.0,1.0,1,0,0,1,1.0,5.0,1,6.5,0.5,3.0,1.0,9.5,Amador_County_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 05092018 last revised date 11032021 last reviewed date 11032021 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health well community superintendent designee shall develop andor implement cost effective integrated waste management program incorporates principle green school operation cf 0100 philosophy cf 3510 green school operation cf 3511 energy water management cf 3514 environmental safety cf 35142 integrated pest management district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice cf 3300 expenditure purchase cf 3517 facility inspection superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program bp 35111 b cf 1400 relation governmental agency school cf 7131 relation local agency superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort cf 4131 staff development cf 4231 staff development cf 4331 staff development cf 61425 environmental education cf 614293 science instruction superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual amador county unified school district amador county office education,,
14,4614080000000,Butte,Biggs Unified,Rural,Unified School District,548,65,1,2021,2021,https://d16k74nzx9emoe.cloudfront.net/0f6c2d5d-127b-4844-9738-493550ac8a26.pdf,0.0,,,,3.0,1,1,1,1.0,1.0,0,1.0,0.0,1,1,0,0,0.5,5.0,0,5.0,0.0,3.0,1.5,8.0,Biggs_Unified_BP3511_1.pdf,1 business noninstructional operation bp 35111 integrated waste management board trustee belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary policy reference disclaimer reference intended part policy indicate basis authority board enact policy instead provided additional resource interested subject matter policy,,
15,4614240000000,Butte,Chico Unified,Urban,Unified School District,14402,53,1,2008,2014,https://www.chicousd.org/documents/Board%20Policies%20and%20Administrative%20Regulations/Board%20Policies/BP%203000/BP-3511.1-Integrated-Waste-Management.pdf,0.0,,,,3.0,0,0,0,1.0,1.0,0,1.0,0.0,1,0,0,1,2.0,6.0,1,7.5,0.5,2.5,1.5,10.5,Chico_Unified_BP3511_1.pdf,chico unified school district 1163 east seventh street chico ca 959285999 530 8913000 board policy 35111 section 3000 business noninstructional operation page 1 2 __________________________________________________________________ policy adopted 121708 020514 integrated waste management governing board belief conservation natural resource protection environment connected district educational mission essential health wellbeing community superintendent designee shall develop andor implement costeffective integrated waste management program incorporates principle green school operation cf 0100 philosophy cf 3510 green school operation cf 3511 energy water management cf 3514 environmental safety cf 35142 integrated pest management district program shall include strategy designed help district reduce solid hazardous waste generation improve efficiency using natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice cf 3300 expenditure purchase cf 3517 facility inspection superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program cf 1400 relation governmental agency school cf 7131 relation local agency superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreducing incentive,,
16,4614320000000,Butte,Durham Unified,Rural,Unified School District,1026,42,1,2012,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030825&revid=297YvOF0jbyjrmVyByyhHw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2012,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030825&revid=OUQqXepCslshHmpO7FpqiiEdg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,0.0,0,0,0,1,2.5,6.5,0,6.5,0.0,3.0,1.0,9.5,Durham_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 10172012 last revised date 11172021 last reviewed date 11172021 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual durham unified school district,,
17,4615230000000,Butte,Palermo Union Elementary,Rural,Elementary School District,1283,81,1,2007,2007,https://www.palermoschools.org/documents/Board%20Policies/3000%20Business/3511.1%20Board%20Policy%20Integrated%20Waste%20Management.pdf,1.0,2007,2007,https://www.palermoschools.org/documents/Board%20Policies/3000%20Business/3511.1%20Administrative%20Regulation%20Integrated%20Waste%20Management.pdf,3.0,1,1,0,1.0,1.0,0,1.0,0.0,1,0,0,0,0.0,3.0,1,4.0,0.0,2.5,0.5,7.0,Palermo_Union_Elementary_BP3511_1.pdf,business noninstructional operation bp 35111 integrated waste management governing board belief conservation water energy natural resource well protection environment essential health well community superintendent designee shall develop integrated waste management program reduce waste conserve natural resource protect environment cf 3511 energy water conservation cf 3514 environmental safety cof 35142 integrated pest management program shall include specific strategy designed help district reduce waste generation improve efficiency using natural resource area operation superintendent designee may collaborate city county state agency developing implementing district integrated waste management program 1400 relation governmental agency school cf 7131 relation local agency superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreducing incentive superintendent designee shall provide appropriate training opportunity student staff regarding benefit method conserving natural resource protecting environment 4131 staff development cf 4231 staff development cf 4331 staff development cf 61425 environmental education cf 614293 science instruction,,
18,4615490000000,Butte,Thermalito Union Elementary,Town,Elementary School District,1520,87,1,2012,2013,https://ca01900896.schoolwires.net/cms/lib/CA01900896/Centricity/domain/23/arbp%203000/BP%203511.1.pdf,1.0,2000,2019,https://ca01900896.schoolwires.net/cms/lib/CA01900896/Centricity/domain/23/arbp%203000/AR%203511%20Energy%20and%20Water%20Conservation.pdf,3.0,0,1,1,1.0,1.0,0,1.0,0.0,1,0,0,0,0.0,3.0,0,3.0,0.0,3.0,0.0,6.0,Thermalito_Union_Elementary_BP3511_1.pdf,business noninstructional operation bp 35111 integrated waste management governing board belief conservation natural resource protection environment connected district educational mission essential health wellbeing community superintendent designee shall develop andor implement costeffective integrated waste management program incorporates principle green school operation cf 0100 philosophy cf 3510 green school operation cf 3511 energy water management cf 3514 environmental safety cf 35142 integrated pest management district program shall include strategy designed help district reduce solid hazardous waste generation improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice cf 3300 expenditure purchase cf 3517 facility inspection superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program cf 1400 relation governmental agency school cf 7131 relation local agency superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive extent funding permit superintendent designee shall provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource protecting environment cf 4131 staff development cf 4231 staff development cf 4331 staff development cf 61425 environmental education cf 614293 science instruction superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary,,
19,4755070000000,Butte,Gridley Unified,Town,Unified School District,1995,76,1,2001,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030973&revid=E7Oe09ItHoqtPqSEOMSQKQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2001,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030973&revid=JlCfRuslshzfslshJplusiQUesG1NMQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,0,1.0,1.0,0,0.0,0.0,1,0,0,1,2.5,6.0,0,6.0,0.0,2.5,1.0,9.0,Gridley_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 11012001 last revised date 03022022 last reviewed date 10282022 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual gridley unified school district,,
20,5615560000000,Calaveras,Bret Harte Union High,Town,High School District,627,51,1,2003,2003,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030549&revid=vJmXV04P3ayyrpcPfTCwhA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2003,2003,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030549&revid=slshCYOiRaN83lMMXUSoeVpkw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,0,1.0,1.0,0,0.0,0.0,1,1,0,1,1.5,5.0,1,6.0,0.0,2.5,1.0,9.0,Bret_Harte_Union_High_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 05062024 last reviewed date 05062024 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual bret harte union high school district,,
21,5615640000000,Calaveras,Calaveras Unified,Rural,Unified School District,2845,47,1,2022,2022,https://www.calaveras.k12.ca.us/bp/policy/3000series/bp3511.1.pdf,1.0,2022,2022,https://drive.google.com/file/d/1k2kRCWHlnQJJfa5VwL0azYSVSOAxzZqM/view?usp=drive_link,3.0,1,1,1,1.0,1.0,1,1.0,1.0,0,1,0,1,1.5,5.5,1,6.5,0.0,3.0,1.0,9.5,Calaveras_Unified_BP3511_1.pdf,bp 35111 board policy integrated waste management bp 35111 business noninstructional operation governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary adoption may 24 2022 calaveras unified school district san andreas ca 95249,,
